bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
H000174,"Collection of the U.S. House of Representatives <a href=""http://history.house.gov/Collection/Detail/30763?ret=True"">About this object</a>",https://www.congress.gov/img/member/h000174_200.jpg,"Hansen, Julia Butler",Democratic,Washington,3,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000174?format=json,1907,112,https://api.congress.gov/v3/member/H000174/cosponsored-legislation,Julia Butler Hansen,JULIA,MISSING,"Hansen, Julia Butler",HANSEN,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:86;district:3;endYear:1961;memberType:Representative;startYear:1959;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:87;district:3;endYear:1963;memberType:Representative;startYear:1961;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:88;district:3;endYear:1965;memberType:Representative;startYear:1963;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:89;district:3;endYear:1967;memberType:Representative;startYear:1965;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:90;district:3;endYear:1969;memberType:Representative;startYear:1967;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:91;district:3;endYear:1971;memberType:Representative;startYear:1969;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:92;district:3;endYear:1973;memberType:Representative;startYear:1971;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:93;district:3;endYear:1975;memberType:Representative;startYear:1973;stateCode:WA;stateName:Washington;,7,https://api.congress.gov/v3/member/H000174/sponsored-legislation
H000172,"Collection of the U.S. House of Representatives <a href=""http://history.house.gov/Collection/Detail/29088?ret=True"">About this object</a>",https://www.congress.gov/img/member/h000172_200.jpg,"Hansen, James V.",Republican,Utah,1,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000172?format=json,1932,2449,https://api.congress.gov/v3/member/H000172/cosponsored-legislation,James V. Hansen,JAMES,MISSING,"Hansen, James V.",HANSEN,partyAbbreviation:R;partyName:Republican;startYear:1981;,chamber:House of Representatives;congress:97;district:1;endYear:1983;memberType:Representative;startYear:1981;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:98;district:1;endYear:1985;memberType:Representative;startYear:1983;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:99;district:1;endYear:1987;memberType:Representative;startYear:1985;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:100;district:1;endYear:1989;memberType:Representative;startYear:1987;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:101;district:1;endYear:1991;memberType:Representative;startYear:1989;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:102;district:1;endYear:1993;memberType:Representative;startYear:1991;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:103;district:1;endYear:1995;memberType:Representative;startYear:1993;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:104;district:1;endYear:1997;memberType:Representative;startYear:1995;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:105;district:1;endYear:1999;memberType:Representative;startYear:1997;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:106;district:1;endYear:2001;memberType:Representative;startYear:1999;stateCode:UT;stateName:Utah;chamber:House of Representatives;congress:107;district:1;endYear:2003;memberType:Representative;startYear:2001;stateCode:UT;stateName:Utah;,193,https://api.congress.gov/v3/member/H000172/sponsored-legislation
H000171,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000171_200.jpg,"Hansen, George V.",Republican,Idaho,2,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000171?format=json,1930,834,https://api.congress.gov/v3/member/H000171/cosponsored-legislation,George V. Hansen,GEORGE,MISSING,"Hansen, George V.",HANSEN,endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1975;,chamber:House of Representatives;congress:89;district:2;endYear:1967;memberType:Representative;startYear:1965;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:90;district:2;endYear:1969;memberType:Representative;startYear:1967;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:94;district:2;endYear:1977;memberType:Representative;startYear:1975;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:95;district:2;endYear:1979;memberType:Representative;startYear:1977;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:96;district:2;endYear:1981;memberType:Representative;startYear:1979;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:97;district:2;endYear:1983;memberType:Representative;startYear:1981;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:98;district:2;endYear:1985;memberType:Representative;startYear:1983;stateCode:ID;stateName:Idaho;,303,https://api.congress.gov/v3/member/H000171/sponsored-legislation
H000168,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000168_200.jpg,"Hanrahan, Robert P.",Republican,Illinois,3,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000168?format=json,1934,107,https://api.congress.gov/v3/member/H000168/cosponsored-legislation,Robert P. Hanrahan,ROBERT,MISSING,"Hanrahan, Robert P.",HANRAHAN,partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:93;district:3;endYear:1975;memberType:Representative;startYear:1973;stateCode:IL;stateName:Illinois;,31,https://api.congress.gov/v3/member/H000168/sponsored-legislation
H000166,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000166_200.jpg,"Hannaford, Mark W.",Democratic,California,34,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000166?format=json,1925,572,https://api.congress.gov/v3/member/H000166/cosponsored-legislation,Mark W. Hannaford,MARK,MISSING,"Hannaford, Mark W.",HANNAFORD,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:House of Representatives;congress:94;district:34;endYear:1977;memberType:Representative;startYear:1975;stateCode:CA;stateName:California;chamber:House of Representatives;congress:95;district:34;endYear:1979;memberType:Representative;startYear:1977;stateCode:CA;stateName:California;,95,https://api.congress.gov/v3/member/H000166/sponsored-legislation
H000164,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000164_200.jpg,"Hanna, Richard T.",Democratic,California,34,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000164?format=json,1914,94,https://api.congress.gov/v3/member/H000164/cosponsored-legislation,Richard T. Hanna,RICHARD,MISSING,"Hanna, Richard T.",HANNA,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:88;district:34;endYear:1965;memberType:Representative;startYear:1963;stateCode:CA;stateName:California;chamber:House of Representatives;congress:89;district:34;endYear:1967;memberType:Representative;startYear:1965;stateCode:CA;stateName:California;chamber:House of Representatives;congress:90;district:34;endYear:1969;memberType:Representative;startYear:1967;stateCode:CA;stateName:California;chamber:House of Representatives;congress:91;district:34;endYear:1971;memberType:Representative;startYear:1969;stateCode:CA;stateName:California;chamber:House of Representatives;congress:92;district:34;endYear:1973;memberType:Representative;startYear:1971;stateCode:CA;stateName:California;chamber:House of Representatives;congress:93;district:34;endYear:1975;memberType:Representative;startYear:1973;stateCode:CA;stateName:California;,22,https://api.congress.gov/v3/member/H000164/sponsored-legislation
H000158,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000158_200.jpg,"Hanley, James M.",Democratic,New York,32,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000158?format=json,1920,457,https://api.congress.gov/v3/member/H000158/cosponsored-legislation,James M. Hanley,JAMES,MISSING,"Hanley, James M.",HANLEY,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:89;district:34;endYear:1967;memberType:Representative;startYear:1965;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:90;district:34;endYear:1969;memberType:Representative;startYear:1967;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:91;district:34;endYear:1971;memberType:Representative;startYear:1969;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:92;district:35;endYear:1973;memberType:Representative;startYear:1971;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:93;district:32;endYear:1975;memberType:Representative;startYear:1973;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:94;district:32;endYear:1977;memberType:Representative;startYear:1975;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:95;district:32;endYear:1979;memberType:Representative;startYear:1977;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:96;district:32;endYear:1981;memberType:Representative;startYear:1979;stateCode:NY;stateName:New York;,168,https://api.congress.gov/v3/member/H000158/sponsored-legislation
H000151,"Collection of the U.S. House of Representatives, Gift of the U.S. Association of Former Members of Congress",https://www.congress.gov/img/member/h000151_200.jpg,"Hancock, Mel",Republican,Missouri,7,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000151?format=json,1929,1204,https://api.congress.gov/v3/member/H000151/cosponsored-legislation,Mel Hancock,MELTON,MISSING,"Hancock, Mel",HANCOCK,partyAbbreviation:R;partyName:Republican;startYear:1989;,chamber:House of Representatives;congress:101;district:7;endYear:1991;memberType:Representative;startYear:1989;stateCode:MO;stateName:Missouri;chamber:House of Representatives;congress:102;district:7;endYear:1993;memberType:Representative;startYear:1991;stateCode:MO;stateName:Missouri;chamber:House of Representatives;congress:103;district:7;endYear:1995;memberType:Representative;startYear:1993;stateCode:MO;stateName:Missouri;chamber:House of Representatives;congress:104;district:7;endYear:1997;memberType:Representative;startYear:1995;stateCode:MO;stateName:Missouri;,9,https://api.congress.gov/v3/member/H000151/sponsored-legislation
H000144,MISSING,MISSING,"Hance, Kent R.",Democratic,Texas,19,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000144?format=json,1942,555,https://api.congress.gov/v3/member/H000144/cosponsored-legislation,Kent R. Hance,KENT,MISSING,"Hance, Kent R.",HANCE,partyAbbreviation:D;partyName:Democratic;startYear:1979;,chamber:House of Representatives;congress:96;district:19;endYear:1981;memberType:Representative;startYear:1979;stateCode:TX;stateName:Texas;chamber:House of Representatives;congress:97;district:19;endYear:1983;memberType:Representative;startYear:1981;stateCode:TX;stateName:Texas;chamber:House of Representatives;congress:98;district:19;endYear:1985;memberType:Representative;startYear:1983;stateCode:TX;stateName:Texas;,60,https://api.congress.gov/v3/member/H000144/sponsored-legislation
H000124,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000124_200.jpg,"Hammerschmidt, John P.",Republican,Arkansas,3,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000124?format=json,1922,2324,https://api.congress.gov/v3/member/H000124/cosponsored-legislation,John P. Hammerschmidt,JOHN,MISSING,"Hammerschmidt, John P.",HAMMERSCHMIDT,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:90;endYear:1969;memberType:Representative;startYear:1967;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:91;district:3;endYear:1971;memberType:Representative;startYear:1969;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:92;district:3;endYear:1973;memberType:Representative;startYear:1971;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:93;district:3;endYear:1975;memberType:Representative;startYear:1973;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:94;district:3;endYear:1977;memberType:Representative;startYear:1975;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:95;district:3;endYear:1979;memberType:Representative;startYear:1977;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:96;district:3;endYear:1981;memberType:Representative;startYear:1979;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:97;district:3;endYear:1983;memberType:Representative;startYear:1981;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:98;district:3;endYear:1985;memberType:Representative;startYear:1983;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:99;district:3;endYear:1987;memberType:Representative;startYear:1985;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:100;district:3;endYear:1989;memberType:Representative;startYear:1987;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:101;district:3;endYear:1991;memberType:Representative;startYear:1989;stateCode:AR;stateName:Arkansas;chamber:House of Representatives;congress:102;district:3;endYear:1993;memberType:Representative;startYear:1991;stateCode:AR;stateName:Arkansas;,605,https://api.congress.gov/v3/member/H000124/sponsored-legislation
H000114,"Image, Congressional Pictorial Directory, 105th.",https://www.congress.gov/img/member/h000114_200.jpg,"Hamilton, Lee H.",Democratic,Indiana,9,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000114?format=json,1931,1890,https://api.congress.gov/v3/member/H000114/cosponsored-legislation,Lee H. Hamilton,LEE,MISSING,"Hamilton, Lee H.",HAMILTON,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:89;district:9;endYear:1967;memberType:Representative;startYear:1965;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:90;district:9;endYear:1969;memberType:Representative;startYear:1967;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:91;district:9;endYear:1971;memberType:Representative;startYear:1969;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:92;district:9;endYear:1973;memberType:Representative;startYear:1971;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:93;district:9;endYear:1975;memberType:Representative;startYear:1973;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:94;district:9;endYear:1977;memberType:Representative;startYear:1975;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:95;district:9;endYear:1979;memberType:Representative;startYear:1977;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:96;district:9;endYear:1981;memberType:Representative;startYear:1979;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:97;district:9;endYear:1983;memberType:Representative;startYear:1981;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:98;district:9;endYear:1985;memberType:Representative;startYear:1983;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:99;district:9;endYear:1987;memberType:Representative;startYear:1985;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:100;district:9;endYear:1989;memberType:Representative;startYear:1987;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:101;district:9;endYear:1991;memberType:Representative;startYear:1989;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:102;district:9;endYear:1993;memberType:Representative;startYear:1991;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:103;district:9;endYear:1995;memberType:Representative;startYear:1993;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:104;district:9;endYear:1997;memberType:Representative;startYear:1995;stateCode:IN;stateName:Indiana;chamber:House of Representatives;congress:105;district:9;endYear:1999;memberType:Representative;startYear:1997;stateCode:IN;stateName:Indiana;,183,https://api.congress.gov/v3/member/H000114/sponsored-legislation
